NAME,Site_Name,distance_to_site_miles,ZIP,STATE,CITY,CNTY
SOUTH HOUSTON INT,Geneva Industries/Fuhrmann Energy,0.5155567844914463,77587,TX,SO HOUSTON,48201
Milford High School,Fletcher's Paint Works & Storage,0.5159113455165012,3055,NH,Milford,33011
KENLY ELEMENTARY SCHOOL,Helena Chemical Co. (Tampa Plant),0.5160535803346558,33619,FL,TAMPA,12057
Richard L. Graves Middle,"Waste Disposal, Inc.",0.5162945803944855,90605,CA,Whittier,6037
Newmark Elementary,Newmark Ground Water Contamination,0.5168059514829525,92407,CA,San Bernardino,6071
Centredale School,Centredale Manor Restoration Project,0.517558688823179,2911,RI,North Providence,44007
H FRANK CAREY HIGH SCHOOL,Genzale Plating Co.,0.5181343083015909,11010,NY,FRANKLIN SQUARE,36059
EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,Wolff-Alport Chemical Company,0.518352811298454,11207,NY,BROOKLYN,36047
KHALIL GIBRAN INTERNATIONAL ACADEMY,Gowanus Canal,0.5185700205733444,11217,NY,BROOKLYN,36047
LAKE AVENUE ELEMENTARY SCHOOL,Niagara Mohawk Power Corp. (Saratoga Spings Plant),0.5185702202144591,12866,NY,SARATOGA SPRINGS,36091
Grissom Elem School,Schroud Property,0.5188278676924349,60633,IL,Chicago,17031
Cradock Middle,Peck Iron and Metal,0.5193971121199099,23702,VA,Portsmouth,51740
LOS NINOS ELEMENTARY,North Railroad Avenue Plume,0.5194466474841547,87532,NM,ESPANOLA,35039
Harrison Elementary School,Beck's Lake,0.519812204969874,46619,IN,South Bend,18141
Lincoln Elem School,Parsons Casket Hardware Co.,0.5200988517414086,61008,IL,Belvidere,17007
MIAMI NORTHWESTERN SENIOR HIGH,Continental Cleaners,0.5203273533255739,33150,FL,MIAMI,12086
Fair Lawn High School,Fair Lawn Well Field,0.5205706257894154,7410,NJ,FAIR LAWN,34003
Bound Brook High School,Brook Industrial Park,0.5208527483658671,8805,NJ,Bound Brook,34035
PICKETT ELEMENTARY SCHOOL,Pickettville Road Landfill,0.521380647714962,32254,FL,JACKSONVILLE,12031
Central Elementary School,Orange Valley Regional Ground Water Contamination,0.5216708340842237,7050,NJ,Orange,34013
Nitro High School,"Fike Chemical, Inc.",0.5237496392520834,25143,WV,Nitro,54039
Huber Street School,Lower Hackensack River,0.5249999542147377,7094,NJ,SECAUCUS,34017
North View Elementary School,North 25th Street Glass and Zinc,0.5250970929842717,26301,WV,Clarksburg,54033
HENRYETTA HS,Henryetta Iron and Metal,0.5257180269341541,74437,OK,Henryetta,40111
B.F. Butler Middle School,Silresim Chemical Corp.,0.5258086850203427,1852,MA,Lowell,25017
Gulph EL Sch,"Crater Resources, Inc./Keystone Coke Co./Alan Wood Steel Co.",0.5265631614315452,19406,PA,King of Prussia,42091
Byram Intermediate School,Mansfield Trail Dump,0.5267273459298527,7874,NJ,STANHOPE,34037
Sparta High School,A. O. Polymer,0.5277506365835358,7871,NJ,SPARTA,34037
John J Shaughnessy,Silresim Chemical Corp.,0.5281870781031822,1852,MA,Lowell,25017
CharEm Alternative Schools,Petoskey Municipal Well Field,0.5286180995438953,49770,MI,PETOSKEY,26047
Vibrant Minds Charter,Orange County North Basin,0.529276423084197,92801,CA,Anaheim,6059
Lydia Jackson College Preparatory Academy,Omega Chemical Corporation,0.5294667862973683,90602,CA,Whittier,6037
JEFFERSON ELEMENTARY SCHOOL,Cleburn Street Well,0.5295173195436123,68801,NE,GRAND ISLAND,31079
Lakeview Virtual School,Ten-Mile Drain,0.5296117117074339,48081,MI,ST CLR SHORES,26099
HIALEAH GARDENS MIDDLE SCHOOL,"Pepper Steel & Alloys, Inc.",0.529957587557031,33018,FL,HIALEAH GARDENS,12086
VOA High Extended,Southeast Hennepin Area Groundwater and Vapor,0.5314707822317676,55413,MN,MINNEAPOLIS,27053
VOA High,Southeast Hennepin Area Groundwater and Vapor,0.5314707822317676,55413,MN,MINNEAPOLIS,27053
Inglewood El Sch,North Penn - Area 6,0.5314938026817402,19446,PA,Lansdale,42091
LIBERTY EL,Sandy Beach Road Ground Water Plume,0.5322319167331554,76020,TX,AZLE,48439
Central Elementary School,U.S. Radium Corp.,0.5324645109737697,7050,NJ,Orange,34013
Kings Mills Educational Center,Peters Cartridge Factory,0.5327513421845252,45034,OH,Kings Mills,39165
PICAYUNE MEMORIAL HIGH SCHOOL,Picayune Wood Treating,0.5332856116609291,39466,MS,Picayune,28109
North Godwin Elementary School,Chem Central,0.5334600038646042,49548,MI,GRAND RAPIDS,26081
Wilcoxson School,"Raymark Industries, Inc.",0.5334629059347327,6614,CT,Stratford,9120
Troy Junior High School,West Troy Contaminated Aquifer,0.5344417751764015,45373,OH,Troy,39109
Dwight D. Eisenhower Elementary School,"Chemsol, Inc.",0.5355003325270528,8854,NJ,PISCATAWAY,34023
Andrew Avenue School,"Laurel Park, Inc.",0.5362450059099696,6770,CT,Naugatuck,9140
Harriman High School,Clinch River Corporation,0.5372124546235755,37748,TN,Harriman,47145
Alhambra High,San Gabriel Valley (Area 3),0.5384328138951743,91801,CA,Alhambra,6037
New Millennium Academy Charter,Joslyn Manufacturing & Supply Co.,0.5385061874176982,55429,MN,BROOKLYN CENTER,27053
Doyle El Sch,Chem-Fab,0.5390657824193249,18901,PA,Doylestown,42017
HOLLEY ELEMENTARY SCHOOL,Diaz Chemical Corporation,0.5393942721140764,14470,NY,HOLLEY,36073
283-ST. LOUIS PARK ALC,Highway 100 and County Road 3 Groundwater Plume,0.5394334096273142,55426,MN,SAINT LOUIS PARK,27053
283 ST LOUIS PK INDEPENDENT STUDY,Highway 100 and County Road 3 Groundwater Plume,0.5394334096273142,55426,MN,SAINT LOUIS PARK,27053
283-IND STDY 15 AND UNDER - I.S.,Highway 100 and County Road 3 Groundwater Plume,0.5394334096273142,55426,MN,SAINT LOUIS PARK,27053
SPECIAL ED.,Highway 100 and County Road 3 Groundwater Plume,0.5394334096273142,55426,MN,SAINT LOUIS PARK,27053
Park Virtual - High School,Highway 100 and County Road 3 Groundwater Plume,0.5394334096273142,55426,MN,SAINT LOUIS PARK,27053
Park Virtual - Elementary,Highway 100 and County Road 3 Groundwater Plume,0.5394334096273142,55426,MN,SAINT LOUIS PARK,27053
ST. LOUIS PARK SENIOR HIGH,Highway 100 and County Road 3 Groundwater Plume,0.5394334096273142,55426,MN,SAINT LOUIS PARK,27053
Park Virtual - Middle School,Highway 100 and County Road 3 Groundwater Plume,0.5394334096273142,55426,MN,SAINT LOUIS PARK,27053
Veritas College Preparatory,Memphis Defense Depot (DLA),0.5394750142447442,38106,TN,Memphis,47157
Memphis College Preparatory,Memphis Defense Depot (DLA),0.5394750142447442,38106,TN,Memphis,47157
TEXANS CAN ACADEMY - HOUSTON NORTH,South Cavalcade Street,0.541642346177799,77009,TX,HOUSTON,48201
Kegonsa Elementary,Stoughton City Landfill,0.5422682753667236,53589,WI,Stoughton,55025
CMSD ALTERNATIVE SCHOOL,Kerr-McGee Chemical Corp - Columbus,0.5429488061270418,39701,MS,COLUMBUS,28087
Vienna Elementary School,Vienna Tetrachloroethene,0.5434020048937599,26105,WV,Vienna,54107
Park Virtual - High School,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.5438362083707632,55426,MN,SAINT LOUIS PARK,27053
Park Virtual - Middle School,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.5438362083707632,55426,MN,SAINT LOUIS PARK,27053
ST. LOUIS PARK SENIOR HIGH,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.5438362083707632,55426,MN,SAINT LOUIS PARK,27053
283 ST LOUIS PK INDEPENDENT STUDY,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.5438362083707632,55426,MN,SAINT LOUIS PARK,27053
Park Virtual - Elementary,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.5438362083707632,55426,MN,SAINT LOUIS PARK,27053
SPECIAL ED.,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.5438362083707632,55426,MN,SAINT LOUIS PARK,27053
283-ST. LOUIS PARK ALC,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.5438362083707632,55426,MN,SAINT LOUIS PARK,27053
283-IND STDY 15 AND UNDER - I.S.,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.5438362083707632,55426,MN,SAINT LOUIS PARK,27053
Montgomery Village Child Development Center Inc.,Smokey Mountain Smelters,0.5440409904218797,37920,TN,Knoxville,47093
Aveson Global Leadership Academy,Jet Propulsion Laboratory (NASA),0.5440904053822055,91001,CA,Altadena,6037
Nathan Hale Elementary School,Federated Metals Corp Whiting,0.5444387130954252,46394,IN,Whiting,18089
Shelton Park Elementary,Naval Amphibious Base Little Creek,0.5450802808871915,23455,VA,Virginia Beach,51810
THONOTOSASSA ELEMENTARY SCHOOL,Arkla Terra Property,0.5452363360852089,33592,FL,THONOTOSASSA,12057
Orchard School,Billings PCE,0.5453375699912235,59101,MT,Billings,30111
Park El Sch,UGI Columbia Gas Plant,0.5461473602138807,17512,PA,Columbia,42071
Pleasantville Middle School,Price Landfill,0.5463280032299149,8232,NJ,PLEASANTVILLE,34001
KERMIT H S,Highway 18 Ground Water,0.5472113464336718,79745,TX,KERMIT,48495
EARLY HEAD START ROSA STREET,Picayune Wood Treating,0.548660383359628,39466,MS,Picayune,28109
Sunnycrest Elementary School,Midway Landfill,0.5486611842283541,98032,WA,KENT,53033
KERMIT J H,Highway 18 Ground Water,0.5490647503667344,79745,TX,KERMIT,48495
ECTOR CO YOUTH CTR,East 67th Street Ground Water Plume,0.5502452748881284,79762,TX,ODESSA,48135
Clay Elem School,Schroud Property,0.550335077739201,60633,IL,Chicago,17031
North Hagerstown High,Central Chemical (Hagerstown),0.5504956286509666,21742,MD,Hagerstown,24043
Alfred C. MacKinnon Middle School,Dayco Corp./L.E. Carpenter Co.,0.5528625877280141,7885,NJ,Wharton,34027
WASHINGTON STREET SCHOOL,Genzale Plating Co.,0.5530203818631549,11010,NY,FRANKLIN SQUARE,36059
WINGATE OAKS CENTER,Wingate Road Municipal Incinerator Dump,0.5538982705611963,33311,FL,FORT LAUDERDALE,12011
Reed Elementary School,"Commencement Bay, South Tacoma Channel",0.5541308049242177,98418,WA,Tacoma,53053
Central Elementary School,Petoskey Municipal Well Field,0.5569353984933951,49770,MI,PETOSKEY,26047
Universal Academy Middle/High,South Minneapolis Residential Soil Contamination,0.5573750614163971,55406,MN,MINNEAPOLIS,27053
Wisconsin Hills Middle,"Waste Management of Wisconsin, Inc. (Brookfield Sanitary Landfill)",0.5574125159038762,53045,WI,Brookfield,55133
Columbus Elem School,Mouat Industries,0.5574942766301095,59019,MT,Columbus,30095
SOUTH COUNTY CAREER CENTER,JJ Seifert Machine,0.5585683806074808,33570,FL,RUSKIN,12057
School #5,Quanta Resources,0.558718341327649,7010,NJ,CLIFFSIDE PARK,34003
Garfield Public Preschool Annex,"Curcio Scrap Metal, Inc.",0.5587550774842188,7026,NJ,GARFIELD,34003
HECTOR P GARCIA EL,Delfasco Forge,0.5588984057094073,75050,TX,GRAND PRAIRIE,48113
Wood-Ridge Jr/Sr High School,Ventron/Velsicol,0.5589231269472468,7075,NJ,WOOD  RIDGE,34003
Cheraw Intermediate,Burlington Industries Cheraw,0.5592438611868742,29520,SC,Cheraw,45025
Winnfield Primary School,"American Creosote Works, Inc. (Winnfield Plant)",0.5596086414971325,71483,LA,Winnfield,22127
John C Tayloe Elementary,"FCX, Inc. (Washington Plant)",0.5597393139150232,27889,NC,Washington,37013
Tweedy Elementary,Jervis B. Webb Co.,0.5597604155972057,90280,CA,South Gate,6037
Wood-Ridge Intermediate School,Ventron/Velsicol,0.5602178102062311,7075,NJ,WOOD-RIDGE,34003
Jose Antonio Vargas Elementary,Raytheon Corp.,0.5612545103688595,94043,CA,Mountain View,6085
Universal Academy Elementary,South Minneapolis Residential Soil Contamination,0.5619215643534581,55406,MN,MINNEAPOLIS,27053
Pennbrook MS,North Penn - Area 7,0.5622020539362199,19454,PA,North Wales,42091
Stevenson Elementary,Teledyne Semiconductor,0.5627044844883379,94043,CA,Mountain View,6085
Richmond College Preparatory,United Heckathorn Co.,0.5634072019244402,94804,CA,Richmond,6013
Caney Valley Charter Academy,Caney Residential Yards,0.5634629390385447,67333,KS,Caney,20125
Caney Valley High,Caney Residential Yards,0.5634629390385447,67333,KS,Caney,20125
Garfield Public Preschool 3 at Headstart,"Curcio Scrap Metal, Inc.",0.5635562803007771,7026,NJ,Garfield,34003
SIERRA MIDDLE,Griggs & Walnut Ground Water Plume,0.5641712835817263,88001,NM,LAS CRUCES,35013
IGNACIO MIRANDA,Vega Alta Public Supply Wells,0.564436282931545,692,PR,VEGA ALTA,72143
SIDNEY LANIER CENTER,Cabot/Koppers,0.5645326667017427,32601,FL,GAINESVILLE,12001
ALOMA ELEMENTARY,"City Industries, Inc.",0.56492319274528,32792,FL,WINTER PARK,12095
The Wallace Wallin School,East Basin Road Groundwater,0.5655542329955942,19720,DE,New Castle,10003
CYRIL JHS,Oklahoma Refining Co.,0.5665751926406722,73029,OK,Cyril,40015
CYRIL HS,Oklahoma Refining Co.,0.5665751926406722,73029,OK,Cyril,40015
Hazelwood Elementary,"Benfield Industries, Inc.",0.5670234397764191,28786,NC,Waynesville,37087
Robert Frost Charter School (E),Kearsarge Metallurgical Corp.,0.5670340917406372,3818,NH,Conway,33003
Robert Frost Charter School (H),Kearsarge Metallurgical Corp.,0.5670340917406372,3818,NH,Conway,33003
PS 106 EDWARD EVERETT HALE,Wolff-Alport Chemical Company,0.5670919244267003,11221,NY,BROOKLYN,36047
Gary Elementary School,Kerr-McGee (Kress Creek/West Branch of DuPage River),0.5673572902308555,60185,IL,West Chicago,17043
Northwest Elem School,LaSalle Electric Utilities,0.5675819155151919,61301,IL,La Salle,17099
Hamburg Area Middle School,Price Battery,0.5679868504781991,19526,PA,Hamburg,42011
TEXAS CONNECTIONS ACADEMY AT HOUSTON,Crystal Chemical Co.,0.5681315645803787,77042,TX,HOUSTON,48201
Upper Moreland El Sch,Raymark,0.5685071250597565,19040,PA,Hatboro,42091
North Belmont Elementary,Jadco-Hughes Facility,0.5694641822611284,28012,NC,Belmont,37071
Rosa Parks Community School,Orange Valley Regional Ground Water Contamination,0.5696049227426555,7050,NJ,ORANGE,34013
Washington El Sch,Bally Ground Water Contamination,0.5707876258517518,19504,PA,Barto,42011
Northeast College Prep Charter Scho,General Mills/Henkel Corp.,0.57081148606931,55413,MN,MINNEAPOLIS,27053
CYRIL ES,Oklahoma Refining Co.,0.5713759674070955,73029,OK,Cyril,40015
Clare Middle School,Clare Water Supply,0.5717963331170641,48617,MI,CLARE,26035
Rosa Parks Community School,U.S. Radium Corp.,0.5732781991562965,7050,NJ,ORANGE,34013
HOWITT SCHOOL,Liberty Industrial Finishing,0.5733305945817558,11735,NY,FARMINGDALE,36059
CHARLES F JOHNSON JR ELEMENTARY SCHOOL,Endicott Village Well Field,0.5734003388708525,13760,NY,ENDICOTT,36007
Washington Learning Academy,Prestolite Battery Division,0.5740561704532332,47591,IN,Vincennes,18083
Educare of West DuPage,Kerr-McGee (Residential Areas),0.5750202760237111,60185,IL,West Chicago,17043
Excel Center - South Bend,Beck's Lake,0.5756577844091486,46628,IN,South Bend,18141
NORFOLK SENIOR HIGH SCHOOL,Iowa-Nebraska Light & Power Co,0.5763342257238139,68701,NE,NORFOLK,31119
BROOKLYN RISE CHARTER SCHOOL,Gowanus Canal,0.5765602487831439,11201,NY,BROOKLYN,36047
BROOKLYN SCHOOL FOR MATH AND RESEARCH (THE),Wolff-Alport Chemical Company,0.5768908031093496,11237,NY,BROOKLYN,36047
ACADEMY OF URBAN PLANNING AND ENGINEERING (THE),Wolff-Alport Chemical Company,0.5768908031093496,11237,NY,BROOKLYN,36047
BROOKLYN SCHOOL FOR SOCIAL JUSTICE (THE),Wolff-Alport Chemical Company,0.5768908031093496,11237,NY,BROOKLYN,36047
ACADEMY FOR EXCELLENCE IN LEADERSHIP,Wolff-Alport Chemical Company,0.5768908031093496,11237,NY,BROOKLYN,36047
Bishop Elementary,Westinghouse Electric Corp. (Sunnyvale Plant),0.577377207807741,94085,CA,Sunnyvale,6085
Prather Elementary School,Jennison-Wright Corporation,0.5775236819058546,62040,IL,Granite City,17119
Merrimack High School,New Hampshire Plating Co.,0.5777125551026412,3054,NH,Merrimack,33011
Marie V. Duffy Elementary School,Dayco Corp./L.E. Carpenter Co.,0.5780101761872469,7885,NJ,Wharton,34027
Henry B. Wilson Family School,Welsbach & General Gas Mantle (Camden Radiation),0.5798763089443616,8104,NJ,CAMDEN,34007
Schuler Elementary School,PCE Former Dry Cleaner,0.5800734082096605,50022,IA,Atlantic,19029
Charles City Middle School,Shaw Avenue Dump,0.5800946627411372,50616,IA,Charles City,19067
PRAIRIE WIND MIDDLE,Perham Arsenic Site,0.5802814449708108,56573,MN,PERHAM,27111
Butler Tech Bioscience Center,Skinner Landfill,0.5807437898073101,45069,OH,West Chester,39017
Central Elem,"Chemical Commodities, Inc.",0.5814406892288666,66061,KS,Olathe,20091
The Career Academy,Silresim Chemical Corp.,0.581614504055767,1851,MA,Lowell,25017
EARLY CHILDHOOD CENTER,"Solid State Circuits, Inc.",0.5824739806783048,65738,MO,Republic,29077
Sierra Vista High (Alternative),"Waste Disposal, Inc.",0.582494881684783,90605,CA,Whittier,6037
Frontier High (Continuation),"Waste Disposal, Inc.",0.582494881684783,90605,CA,Whittier,6037
Lakeview High School,Ten-Mile Drain,0.5826166917398896,48081,MI,SAINT CLAIR SHORES,26099
Woods Cross High,Five Points PCE Plume,0.5832098132209502,84087,UT,WOODS CROSS,49011
Reading Muhlenberg Career and Technology Center,Former Exide Technologies Laureldale ,0.5832507565698325,19604,PA,Reading,42011
BERTHA BARBER ELEMENTARY SCH,PCE - Carriage Cleaners,0.5834355638581615,68005,NE,BELLEVUE,31153
DALLAS ENVIRONMENTAL SCIENCE ACADEMY,RSR Corp.,0.5835344201060539,75212,TX,DALLAS,48113
Lenape Valley Regional High School,Mansfield Trail Dump,0.5839414624878004,7874,NJ,STANHOPE,34037
West Orange Early Childhood Learning Center,Orange Valley Regional Ground Water Contamination,0.5845705859362694,7052,NJ,West Orange,34013
East Millsboro Elementary School,NCR Corp. (Millsboro Plant),0.585351182217262,19966,DE,Millsboro,10005
VESTAL SENIOR HIGH SCHOOL,Vestal Water Supply Well 1-1,0.5857109718034682,13850,NY,VESTAL,36007
YES PREP - HOBBY,Geneva Industries/Fuhrmann Energy,0.5883822337032212,77061,TX,HOUSTON,48201
Central Elementary School,Colonial Creosote,0.5886103717271401,70427,LA,Bogalusa,22117
BOWLING GREEN SCHOOL,New Cassel/Hicksville Ground Water Contamination,0.5888329561339076,11590,NY,WESTBURY,36059
HEMLOCK SCHOOL,Old Roosevelt Field Contaminated Ground Water Area,0.5891735674660242,11530,NY,GARDEN CITY,36059
Lakeside Middle School,Nascolite Corp.,0.5902524355917856,8332,NJ,MILLVILLE,34011
Antioch Comm High School,H.O.D. Landfill,0.5903422637937249,60002,IL,Antioch,17097
BROOKLYN FRONTIERS HIGH SCHOOL,Gowanus Canal,0.5908272841846971,11201,NY,BROOKLYN,36047
Brighton Elementary,Abex Corp.,0.5919637769433584,23704,VA,Portsmouth,51740
FRANCIS HOWELL HIGH,Weldon Spring Quarry/Plant/Pits (USDOE/Army),0.5919863244109742,63304,MO,ST CHARLES,29183
Van Deene Avenue Elementary,Del Amo,0.5923071686057084,90502,CA,Torrance,6037
California Connections Academy Monterey Bay,Watkins-Johnson Co. (Stewart Division Plant),0.5931261616451896,95066,CA,Scotts Valley,6087
MCNICOL MIDDLE SCHOOL,Petroleum Products Corp.,0.5934565225373203,33020,FL,HOLLYWOOD,12011
Henrico Juvenile Detention Home,"Rentokil, Inc. (Virginia Wood Preserving Division)",0.5934765145956193,23273,VA,Richmond,51087
West Bountiful School,Bountiful/Woods Cross 5th South PCE Plume,0.5947010474314062,84087,UT,WEST BOUNTIFUL,49011
Gary Elementary School,Kerr-McGee (Residential Areas),0.5947422390826679,60185,IL,West Chicago,17043
PECOS ELEMENTARY,McGaffey and Main Groundwater Plume,0.5948968956339004,88203,NM,ROSWELL,35005
PS/IS 45 HORACE E GREENE,Wolff-Alport Chemical Company,0.594951203901749,11207,NY,BROOKLYN,36047
LEON VALLEY EL,Bandera Road Ground Water Plume,0.5960385978145953,78240,TX,SAN ANTONIO,48029
CENTER SCHOOL,South Minneapolis Residential Soil Contamination,0.5961115329923724,55404,MN,MINNEAPOLIS,27053
Center School Extended,South Minneapolis Residential Soil Contamination,0.5961115329923724,55404,MN,MINNEAPOLIS,27053
Avondale Meadows Academy,Keystone Corridor Ground Water Contamination,0.5962437556143291,46205,IN,Indianapolis,18097
Avondale Meadows Middle School,Keystone Corridor Ground Water Contamination,0.5962437556143291,46205,IN,Indianapolis,18097
Freedom Prep Charter School,"Martin Aaron, Inc.",0.5963551310808217,8104,NJ,CAMDEN,34007
Camden Virtua,"Martin Aaron, Inc.",0.5963551310808217,8104,NJ,CAMDEN,34007
DALLAS COUNTY JUVENILE JUSTICE,RSR Corp.,0.5971806349814466,75212,TX,DALLAS,48113
LAKE SILVER ELEMENTARY,Chevron Chemical Co. (Ortho Division),0.5971916391937058,32804,FL,ORLANDO,12095
Lanes Mill Elementary School,Brick Township Landfill,0.5975631502512119,8724,NJ,BRICK,34029
Nellie K. Parker,Maywood Chemical Co.,0.5984004711414546,7601,NJ,HACKENSACK,34003
Township Three Elementary,Celanese Corp. (Shelby Fiber Operations),0.5995544323447568,28152,NC,Shelby,37045
Essex High School,Unimatic Manufacturing Corporation,0.5996181981156011,7004,NJ,Fairfield,34013
Essex Campus Academy,Unimatic Manufacturing Corporation,0.5997006994645917,7004,NJ,FAIRFIELD,34013
EILAND MIDDLE SCHOOL,"American Creosote Works, Inc.",0.5999774711332722,39339,MS,LOUISVILLE,28159
Conway Elementary School,Kearsarge Metallurgical Corp.,0.6003248486841924,3818,NH,Conway,33003
PS 77,Gowanus Canal,0.6004511975973871,11217,NY,BROOKLYN,36047
MS 266 PARK PLACE COMMUNITY MIDDLE SCHOOL,Gowanus Canal,0.6004511975973871,11217,NY,BROOKLYN,36047
PS 147 ISSAC REMSEN,Newtown Creek,0.6010994461091946,11206,NY,BROOKLYN,36047
YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,Newtown Creek,0.6010994461091946,11206,NY,BROOKLYN,36047
Weed High,J.H. Baxter & Co.,0.6012419698340112,96094,CA,Weed,6093
MARIA L. MCDOUGALL,Ochoa Fertilizer Co,0.6013012181250879,653,PR,GUANICA,72055
MATTHYS EL,Geneva Industries/Fuhrmann Energy,0.6013828808113053,77587,TX,SOUTH HOUSTON,48201
Bennington Elementary School,"Jard Company, Inc.",0.6014292496016033,5201,VT,Bennington,50003
St. Cloud Area Learning Center,Waite Park Wells,0.6023663751345033,56387,MN,WAITE PARK,27145
Gulph EL Sch,Henderson Road,0.6029182425781751,19406,PA,King of Prussia,42091
Troy High School,East Troy Contaminated Aquifer,0.6035425755347515,45373,OH,Troy,39109
Hmong College Prep Academy ES,Koppers Coke,0.6038779219058334,55108,MN,SAINT PAUL,27123
HMONG COLLEGE PREP ACADEMY HS,Koppers Coke,0.6038779219058334,55108,MN,SAINT PAUL,27123
Hmong College Prep Academy MS,Koppers Coke,0.6038779219058334,55108,MN,SAINT PAUL,27123
Benjamin Franklin Elementary,San Fernando Valley (Area 2),0.6040575734185744,91201,CA,Glendale,6037
Parkside Elementary,Midway Landfill,0.6042105267306026,98198,WA,Des Moines,53033
JENNIE F SNAPP MIDDLE SCHOOL,Vestal Water Supply Well 1-1,0.6043785279424475,13760,NY,ENDICOTT,36007
James Gettys El Sch,Westinghouse Elevator Co. Plant,0.6044484439568057,17325,PA,Gettysburg,42001
Franklin Elementary,Wausau Ground Water Contamination,0.6048308080291857,54403,WI,Wausau,55073
Campus School,Former Custom Cleaners,0.6058394432953862,38152,TN,Memphis,47157
Memorial Middle School,Fair Lawn Well Field,0.6060279814024957,7410,NJ,FAIR LAWN,34003
GARDEN CITY PARK SCHOOL,Fulton Avenue,0.6064090949153569,11040,NY,GARDEN CITY PARK,36059
Ethel Kucera Middle,"Rockets, Fireworks, and Flares (RFF)",0.606503345576544,92377,CA,Rialto,6071
Valley View Innovation School,Broderick Wood Products,0.6078194143245864,80221,CO,DENVER,8001
Watkins ES (Capitol Hill Cluster),Washington Navy Yard,0.6087698626219152,20003,DC,Washington,11001
Whiting Middle School,Federated Metals Corp Whiting,0.6099382230732139,46394,IN,Whiting,18089
MINEOLA MIDDLE SCHOOL,Fulton Avenue,0.6104646572631967,11501,NY,MINEOLA,36059
Lincoln Elementary School,Rockaway Borough Well Field,0.611355319513725,7866,NJ,ROCKAWAY,34027
University High School,Former Custom Cleaners,0.6117948982950029,38152,TN,Memphis,47157
University Middle,Former Custom Cleaners,0.6117948982950029,38152,TN,Memphis,47157
Main Dunstable School,Sylvester,0.6119566203898976,3062,NH,Nashua,33011
PS 282 PARK SLOPE,Gowanus Canal,0.6121419911516539,11217,NY,BROOKLYN,36047
Oakview Elementary School,"Matteo & Sons, Inc.",0.6121755427276597,8096,NJ,WEST DEPTFORD,34015
Syble Hopp School,Better Brite Plating Chrome & Zinc Shops,0.6135546642197137,54115,WI,De Pere,55009
Jackson County Jail,Michner Plating - Mechanic Street,0.6138761967516608,49201,MI,JACKSON,26075
Roosevelt Junior High,Modesto Ground Water Contamination,0.6139163676086647,95350,CA,Modesto,6099
Hallowell El Sch,Willow Grove Naval Air and Air Reserve Station,0.6142701068805959,19044,PA,Horsham,42091
The Journey School,Koppers Coke,0.6150230034872265,55104,MN,SAINT PAUL,27123
The Journey School Middle,Koppers Coke,0.6150230034872265,55104,MN,SAINT PAUL,27123
McDonald El Sch,Naval Air Development Center (8 Waste Areas),0.6161662053584421,18974,PA,Warminster,42017
WEST HIALEAH GARDENS ELEMENTARY SCHOOL,"Pepper Steel & Alloys, Inc.",0.6163211984947823,33018,FL,HIALEAH GARDENS,12086
APOLLO SENIOR HIGH,Waite Park Wells,0.616629065857727,56303,MN,SAINT CLOUD,27145
Woodlawn Avenue Elementary,Pemaco Maywood,0.6183749356324347,90201,CA,Bell,6037
LAKEVIEW ELEMENTARY,Joslyn Manufacturing & Supply Co.,0.6185378228213044,55422,MN,ROBBINSDALE,27053
Whiting High School,Federated Metals Corp Whiting,0.6186108625351971,46394,IN,Whiting,18089
Clare Primary School,Clare Water Supply,0.6197009830043733,48617,MI,CLARE,26035
San Miguel Elementary,"Advanced Micro Devices, Inc.",0.6197709055774839,94085,CA,Sunnyvale,6085
TRANSITION PLUS,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.6199447066082776,55426,MN,SAINT LOUIS PARK,27053
T-Plus Program,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.6199447066082776,55426,MN,SAINT LOUIS PARK,27053
Martin Murphy Middle,Fairchild Semiconductor Corp. (South San Jose Plant),0.6199971269869041,95139,CA,San Jose,6085
Cabarrus Early College of Technology,Bypass 601 Ground Water Contamination,0.6201667728146213,28027,NC,Concord,37025
Casimir Pulaski School No. 8,Garfield Ground Water Contamination,0.6203593184010417,7055,NJ,Passaic,34031
Casimir Pulaski School No. 8,Garfield Ground Water Contamination,0.6203593184010417,7055,NJ,Passaic,34031
ROSS EL,North Cavalcade Street,0.6207592565859916,77026,TX,HOUSTON,48201
River Bluff Middle,Stoughton City Landfill,0.621211011088624,53589,WI,Stoughton,55025
International Studies Lrng Center at Legacy High Sch Complex,Jervis B. Webb Co.,0.6218208549859482,90280,CA,South Gate,6037
Sci Tech Engr Arts and Math at Legacy High Sch Complex,Jervis B. Webb Co.,0.6218208549859482,90280,CA,South Gate,6037
