NAME,Site_Name,distance_to_site_miles,ZIP,STATE,CITY,CNTY
SOUTH SIDE ELEMENTARY SCHOOL,Picayune Wood Treating,0.38951249770975127,39466,MS,Picayune,28109
Sci Tech Engr Arts and Math at Legacy High Sch Complex,Cooper Drum Company,0.3905765602761176,90280,CA,South Gate,6037
Visual and Performing Arts at Legacy High School Complex,Cooper Drum Company,0.3905765602761176,90280,CA,South Gate,6037
International Studies Lrng Center at Legacy High Sch Complex,Cooper Drum Company,0.3905765602761176,90280,CA,South Gate,6037
Paden City Elementary School,Paden City Groundwater,0.39066499812314126,26159,WV,Paden City,54103
RESERVED FOR FUTURE USE,"Lane Plating Works, Inc.",0.3908042035804777,75241,TX,DALLAS,48113
BARACK OBAMA MALE LEADERSHIP ACAD AT A MACEO SMITH,"Lane Plating Works, Inc.",0.3908042035804777,75241,TX,DALLAS,48113
MATH AND SCIENCE EXPLORATORY SCHOOL (THE),Gowanus Canal,0.3911538164030282,11217,NY,BROOKLYN,36047
BROOKLYN HIGH SCHOOL OF THE ARTS,Gowanus Canal,0.3911538164030282,11217,NY,BROOKLYN,36047
Skyline Math and Science Academy,South Minneapolis Residential Soil Contamination,0.3917514298745221,55406,MN,MINNEAPOLIS,27053
Skyline Math & Science Academy OLL,South Minneapolis Residential Soil Contamination,0.3917514298745221,55406,MN,MINNEAPOLIS,27053
COLUMBUS RESIDENTIAL JUVENILE FACILITY,Reeves Southeastern Galvanizing Corp.,0.39204481797203006,33619,FL,TAMPA,12057
Ridgeview Elem,"Chemical Commodities, Inc.",0.3936401278877231,66061,KS,Olathe,20091
West Orange Early Childhood Learning Center,U.S. Radium Corp.,0.39436196041775584,7052,NJ,West Orange,34013
TAMPA RESIDENTIAL FACILITY,Reeves Southeastern Galvanizing Corp.,0.395115784294749,33619,FL,TAMPA,12057
Gulph EL Sch,Stanley Kessler,0.39528887292228576,19406,PA,King of Prussia,42091
Morgan Center School,Bremerton Gasworks,0.39565479703996376,98337,WA,Bremerton,53035
Bremerton High School,Bremerton Gasworks,0.39565479703996376,98337,WA,Bremerton,53035
Dr. J.P. Cleary Elementary School,Garden State Cleaners Co.,0.39614405139885905,8341,NJ,MINOTOLA,34001
Great Falls Elementary School,Keddy Mill,0.39651322237124226,4038,ME,Gorham,23005
Maywood Campus,Maywood Chemical Co.,0.39686286272208765,7607,NJ,MAYWOOD,34003
JOSE COLLAZO COLON,Juncos Landfill,0.3971985661059673,777,PR,JUNCOS,72077
Brick Township Memorial High School,Brick Township Landfill,0.39846271913023795,8724,NJ,BRICK,34029
PS 261 ZIPPORIAH MILLS,Gowanus Canal,0.39946194505505034,11201,NY,BROOKLYN,36047
West De Pere High,Better Brite Plating Chrome & Zinc Shops,0.3998764181249735,54115,WI,De Pere,55009
POLK VIRTUAL FRANCHISE,Landia Chemical Company,0.40016262673162944,33815,FL,LAKELAND,12105
POLK VIRTUAL INSTRUCTION PROGRAM,Landia Chemical Company,0.40016262673162944,33815,FL,LAKELAND,12105
POLK FULL TIME ESCHOOL,Landia Chemical Company,0.40016262673162944,33815,FL,LAKELAND,12105
West High,Utah Power & Light/American Barrel Co.,0.40058219922164984,84103,UT,SALT LAKE CITY,49035
HIALEAH GARDENS SENIOR HIGH SCHOOL,"Pepper Steel & Alloys, Inc.",0.4016605540892786,33018,FL,HIALEAH GARDENS,12086
Amador County Special Education,Argonaut Mine,0.40192032902708186,95642,CA,Jackson,6005
Amador County ROP,Argonaut Mine,0.40192032902708186,95642,CA,Jackson,6005
Nelson Elementary,Industrial Waste Processing,0.4025524944931462,93650,CA,Pinedale,6019
Ardmore Elementary School,Ten-Mile Drain,0.40275895096978775,48081,MI,SAINT CLAIR SHORES,26099
Cascade Heights Public Charter School,Northwest Pipe & Casing/Hall Process Co,0.40422982533951196,97015,OR,Clackamas,41005
Mary Raber Elementary School,Wayne Waste Oil,0.40570880334191084,46725,IN,Columbia City,18183
Lincoln International Studies School,"Allied Paper, Inc./Portage Creek/Kalamazoo River",0.4061306877844628,49007,MI,KALAMAZOO,26077
ALCOTT ELEMENTARY SCHOOL,Hastings Ground Water Contamination,0.40677872360859924,68901,NE,HASTINGS,31001
Dr. Charles P. DeFuccio School,PJP Landfill,0.4069003991327467,7306,NJ,JERSEY CITY,34017
George Washington Elementary,McCormick & Baxter Creosoting Co.,0.4077413177856737,95203,CA,Stockton,6077
Pennsauken High School,Swope Oil & Chemical Co.,0.4088561523977525,8110,NJ,PENNSAUKEN,34007
BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES (THE),Gowanus Canal,0.41138631587951896,11201,NY,BROOKLYN,36047
SUCCESS ACADEMY CHARTER SCHOOL-COBBLE HILL,Gowanus Canal,0.41138631587951896,11201,NY,BROOKLYN,36047
DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,Gowanus Canal,0.41138631587951896,11201,NY,BROOKLYN,36047
PERRYTON KINDER,City of Perryton Well No. 2,0.41171363131344146,79070,TX,PERRYTON,48357
Tindley Genesis Academy,Keystone Corridor Ground Water Contamination,0.4119910078456809,46205,IN,Indianapolis,18097
NORFOLK JR HIGH SCHOOL,Iowa-Nebraska Light & Power Co,0.4120259207161947,68701,NE,NORFOLK,31119
Evergreen Elementary,Omega Chemical Corporation,0.41388921022504854,90602,CA,Whittier,6037
Lincoln Park Elementary School,Kaydon Corp.,0.41683072110971925,49441,MI,MUSKEGON,26121
Pioneer Elem School,Kerr-McGee (Residential Areas),0.4180628031033196,60185,IL,West Chicago,17043
Edgar Middle School,Chemical Insecticide Corp.,0.41839371010094184,8840,NJ,METUCHEN,34023
Alliance Leichtman-Levine FAM Foundation Env Sci High,San Fernando Valley (Area 4),0.41856078968582344,90065,CA,Los Angeles,6037
Troy High School,West Troy Contaminated Aquifer,0.4186842703042991,45373,OH,Troy,39109
CASS LAKE-BENA ELEMENTARY,St. Regis Paper Co.,0.4196431599309787,56633,MN,CASS LAKE,27021
TULOSO-MIDWAY ACADEMIC CAREER CENTER,Brine Service Company,0.4198944686574295,78409,TX,CORPUS CHRISTI,48355
Brandywine Elementary,Brandywine DRMO,0.42106335736734685,20613,MD,Brandywine,24033
SOUTH HOUSTON EL,Geneva Industries/Fuhrmann Energy,0.42144781949965604,77587,TX,SO HOUSTON,48201
Jack Benny Middle School,Yeoman Creek Landfill,0.4227719059642549,60087,IL,Waukegan,17097
MAGNOLIA MONTESSORI ACADEMY,Landia Chemical Company,0.4233470318037104,33815,FL,LAKELAND,12105
DRC CAMPUS,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113
DALLAS COUNTY JJAEP CFB CAMPUS,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113
DALLAS COUNTY JJAEP DESOTO CAMPUS,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113
P A S S LEARNING CTR,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113
P A S S LEARNING CTR,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113
DALLAS CO SCHOOL FOR ACCELERATED LRNG,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113
P A S S LEARNING CTR,RSR Corp.,0.42347028125398284,75235,TX,DALLAS,48113
PASS LEARNING CTR,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113
P A S S LEARNING CTR,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113
P A S S LEARNING CTR,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113
JUVENILE JUSTICE AEP,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113
DALLAS COUNTY JJAEP,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113
DALLAS COUNTY JJAEP,RSR Corp.,0.42347028125398284,75212,TX,DALLAS,48113
Roosevelt Elementary School,"Cornell Dubilier Electronics, Inc.",0.42492630764790884,7080,NJ,SOUTH PLAINFIELD,34023
Franklin School,"Curcio Scrap Metal, Inc.",0.42621899147400394,7663,NJ,SADDLE BROOK,34003
Cheraw High,Burlington Industries Cheraw,0.4274074158631008,29520,SC,Cheraw,45025
Westville Elementary School,Cam-Or Inc.,0.42752056538908284,46391,IN,Westville,18091
Westville High School,Cam-Or Inc.,0.42752056538908284,46391,IN,Westville,18091
Byram Lakes Elementary School,Mansfield Trail Dump,0.42779068457023783,7874,NJ,STANHOPE,34037
VOA High Extended,General Mills/Henkel Corp.,0.42794203272626297,55413,MN,MINNEAPOLIS,27053
VOA High,General Mills/Henkel Corp.,0.42794203272626297,55413,MN,MINNEAPOLIS,27053
Harriman Middle School,Clinch River Corporation,0.4284088778595479,37748,TN,Harriman,47145
Argonaut High,Argonaut Mine,0.42856505030754655,95642,CA,Jackson,6005
ORLANDO SCIENCE MIDDLE HIGH CHARTER,Chevron Chemical Co. (Ortho Division),0.42886100354200535,32804,FL,ORLANDO,12095
Digital Pioneers Academy PCS - Capitol Hill,Washington Navy Yard,0.429274796854063,20003,DC,Washington,11001
Spencer Elementary School,Franklin Street Groundwater Contamination,0.4293179936741507,47460,IN,Spencer,18119
JAMES RODRIGUEZ ELEMENTARY,North Railroad Avenue Plume,0.43069005838690266,87532,NM,ESPANOLA,35039
Stevenson Elementary,"Spectra-Physics, Inc.",0.4314366975803583,94043,CA,Mountain View,6085
Wayne County Virtual School,Mallory Capacitor Co.,0.4319916840122438,38485,TN,Waynesboro,47181
EDISON PARK K-8 CENTER,Continental Cleaners,0.4320647329003625,33150,FL,MIAMI,12086
Long Middle,Burlington Industries Cheraw,0.4326408020254797,29520,SC,Cheraw,45025
East High,700 South 1600 East PCE Plume,0.4335541301723234,84102,UT,SALT LAKE CITY,49035
APOLO SAN ANTONIO,Vega Alta Public Supply Wells,0.43383632801516026,692,PR,VEGA ALTA,72143
PS 58 CARROLL (THE),Gowanus Canal,0.43401724888707743,11231,NY,BROOKLYN,36047
Clearwater Elementary,Clearwater Finishing,0.4348713132941428,29822,SC,Clearwater,45003
HAPPY EL,North East 2nd Street (formerly Attebury Grain Storage Facility),0.4356280827172159,79042,TX,HAPPY,48437
HAPPY H S,North East 2nd Street (formerly Attebury Grain Storage Facility),0.4369813669886929,79042,TX,HAPPY,48437
Anacostia HS,Washington Navy Yard,0.43719899667114354,20020,DC,Washington,11001
Lincoln School,Petoskey Municipal Well Field,0.43761322718950496,49770,MI,PETOSKEY,26047
Enslen Elementary,Modesto Ground Water Contamination,0.4385752044495514,95354,CA,Modesto,6099
Bergen Arts and Sciences Charter School,Garfield Ground Water Contamination,0.43938352875417985,7026,NJ,GARFIELD,34003
Park Avenue Elementary School,U.S. Radium Corp.,0.4396286236696556,7050,NJ,ORANGE,34013
CLARKE MIDDLE SCHOOL,New Cassel/Hicksville Ground Water Contamination,0.44017746356252957,11590,NY,WESTBURY,36059
Maywood Avenue School,Maywood Chemical Co.,0.441189169748986,7607,NJ,MAYWOOD,34003
The Excel Center - Papago,"Motorola, Inc. (52nd Street Plant)",0.4424176911974068,85008,AZ,PHOENIX,4013
North Side Middle School,Main Street Well Field,0.44327644778703523,46514,IN,Elkhart,18039
Oak Park El Sch,North Penn - Area 6,0.44337366209605183,19446,PA,Lansdale,42091
YES PREP - 5TH WARD,"Many Diversified Interests, Inc.",0.44378331522151926,77020,TX,HOUSTON,48201
SCHUYLERVILLE MIDDLE SCHOOL,Hudson River PCBs,0.4440057833498641,12871,NY,SCHUYLERVILLE,36091
SCHUYLERVILLE ELEMENTARY SCHOOL,Hudson River PCBs,0.4440057833498641,12871,NY,SCHUYLERVILLE,36091
LUDI PENA MARTIN ACCELERATED EDUCATION CENTER,City of Perryton Well No. 2,0.444932745835269,79070,TX,PERRYTON,48357
Washington Middle,Sporlan Valve Plant #1,0.44537535519241406,63090,MO,WASHINGTON,29071
W TRESPER CLARKE HIGH SCHOOL,New Cassel/Hicksville Ground Water Contamination,0.4458576422217232,11590,NY,WESTBURY,36059
Jefferson El Sch,"Rodale Manufacturing Co., Inc.",0.44596481723268466,18049,PA,Emmaus,42077
PS 369 COY L COX SCHOOL,Gowanus Canal,0.44646781775482025,11217,NY,BROOKLYN,36047
Nitro Elementary School,"Fike Chemical, Inc.",0.44668365202680105,25143,WV,Nitro,54039
South Weber School,Hill Air Force Base,0.44732551186686104,84405,UT,SOUTH WEBER,49011
Katherine Johnson Education Center,Waite Park Wells,0.4484682342910894,56303,MN,SAINT CLOUD,27145
Crittenden Middle,"Spectra-Physics, Inc.",0.44864152578946476,94043,CA,Mountain View,6085
Franklin Elementary School,Highway 3 PCE,0.4486729663656905,51031,IA,Le Mars,19149
Tyee Park Elementary School,Lakewood,0.44883240525141965,98499,WA,Lakewood,53053
LARKDALE ELEMENTARY SCHOOL,Wingate Road Municipal Incinerator Dump,0.45097897665181386,33311,FL,LAUDERHILL,12011
ROBERT E PEARY SCHOOL,Wolff-Alport Chemical Company,0.4542363505345604,11385,NY,RIDGEWOOD,36081
TEXANS CAN ACADEMY - HOUSTON HOBBY,Geneva Industries/Fuhrmann Energy,0.45452350484069554,75208,TX,DALLAS,48201
Los Paseos Elementary,Fairchild Semiconductor Corp. (South San Jose Plant),0.4545841631933775,95139,CA,San Jose,6085
Westlawn Elementary,Amcast Industrial Corporation,0.4545888159801249,53012,WI,Cedarburg,55089
HOWARD ELEMENTARY SCHOOL,Cleburn Street Well,0.45471773997669795,68801,NE,GRAND ISLAND,31079
Sandoval Elem School,Sandoval Zinc Company,0.45553314586821264,62882,IL,Sandoval,17121
PICAYUNE JUNIOR HIGH SCHOOL,Picayune Wood Treating,0.4557739824778555,39466,MS,Picayune,28109
Garfield Elementary,San Gabriel Valley (Area 3),0.4559771872995968,91801,CA,Alhambra,6037
PMHS CAREER & TECHNOLOGY CENTER,Picayune Wood Treating,0.45623692310278374,39466,MS,Picayune,28109
G W Carver High School,Agriculture Street Landfill,0.4571084795529129,70126,LA,New Orleans,22071
ROSS EL,South Cavalcade Street,0.458580048272416,77026,TX,HOUSTON,48201
BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE,Wolff-Alport Chemical Company,0.4591921816607122,11221,NY,BROOKLYN,36081
JOSEPH F QUINN INTERMEDIATE SCHOOL 77,Wolff-Alport Chemical Company,0.4591921816607122,11385,NY,RIDGEWOOD,36081
Theuerkauf Elementary,Teledyne Semiconductor,0.4621885898217309,94043,CA,Mountain View,6085
Springfield Township School,"Kauffman & Minteer, Inc.",0.4624902818761079,8041,NJ,JOBSTOWN,34005
Ottawa Township High School,Ottawa Radiation Areas,0.46407995785962985,61350,IL,Ottawa,17099
Wyoming Junior High School,Spartan Chemical Co.,0.46418678920015444,49519,MI,WYOMING,26081
PERRYTON J H,City of Perryton Well No. 2,0.46538659688746387,79070,TX,PERRYTON,48357
Rafael Hernandez School,Riverside Industrial Park,0.46588776087129075,7104,NJ,NEWARK,34013
Kramer MS,Washington Navy Yard,0.46656731279762886,20020,DC,Washington,11001
GOLIAD EL,Northwest Odessa Groundwater,0.4678697951097347,79762,TX,ODESSA,48135
AGRIPINA SEDA,Ochoa Fertilizer Co,0.46838524822412686,653,PR,GUANICA,72055
BARACK OBAMA EL MALE LEADERSHIP ACADEMY,"Lane Plating Works, Inc.",0.46873010538971815,75241,TX,DALLAS,48113
Memorial Elem School,Central Illinois Public Service Co.,0.4698679379030407,62568,IL,Taylorville,17021
BRANDON SUCCESS CENTER,Taylor Road Landfill,0.4700637550198479,33584,FL,SEFFNER,12057
Grew Elementary School,Lower Neponset River,0.4707489966288182,2136,MA,Hyde Park,25025
Orchard View Elementary School,"State Disposal Landfill, Inc.",0.4718409201082865,49525,MI,GRAND RAPIDS,26081
Leman Middle School,Kerr-McGee (Residential Areas),0.47326758091934196,60185,IL,West Chicago,17043
HEART OF THE LAKE ELEMENTARY,Perham Arsenic Site,0.47333690152725183,56573,MN,PERHAM,27111
HENRYETTA MS,Henryetta Iron and Metal,0.47350677187915435,74437,OK,Henryetta,40111
San Miguel Elementary,"TRW Microwave, Inc. (Building 825)",0.47351467277310805,94085,CA,Sunnyvale,6085
Michael T Simmons Elementary,Palermo Well Field Ground Water Contamination,0.4740980921743934,98512,WA,Tumwater,53067
THE SPRING,Taylor Road Landfill,0.4744683011698639,33584,FL,SEFFNER,12057
Astor Elementary School,McCormick & Baxter Creosoting Co. (Portland Plant),0.4745464472172753,97203,OR,Portland,41051
Robert Morris School,Brook Industrial Park,0.4746930312710893,8880,NJ,South Bound Brook,34035
SOUTH SIDE LOWER ELEMENTARY SCHOOL,Picayune Wood Treating,0.4750095407888072,39466,MS,Picayune,28109
Balsz Online Academy (B.O.A.),"Motorola, Inc. (52nd Street Plant)",0.47615186186009834,85008,AZ,PHOENIX,4013
Hanawalt Elementary,Railroad Avenue Groundwater Contamination,0.47712417074270697,50312,IA,Des Moines,19153
Robb El Sch,Drake Chemical,0.478704273215237,17745,PA,Lock Haven,42035
South High,South Minneapolis Residential Soil Contamination,0.47900250164219116,55407,MN,MINNEAPOLIS,27053
Mary W. Jackson School,Utah Power & Light/American Barrel Co.,0.47983220133044335,84116,UT,SALT LAKE CITY,49035
Fountain Inn Elementary,Beaunit Corp. (Circular Knit & Dye),0.48017096855187835,29644,SC,Fountain Inn,45045
Jefferson Elem School,Ottawa Radiation Areas,0.4805574470055568,61350,IL,Ottawa,17099
Washington Elementary School,U.S. Radium Corp.,0.48112214639679046,7052,NJ,W ORANGE,34013
Michael R. Hollis Innovation Academy,Westside Lead,0.4812653316588111,30314,GA,Atlanta,13121
Prescott Elementary,AMCO Chemical,0.4831037289935507,94607,CA,Oakland,6001
HALLANDALE HIGH SCHOOL,Petroleum Products Corp.,0.4844245597719468,33009,FL,HALLANDALE BEACH,12011
Lakeview Middle,US Finishing/Cone Mills,0.4845832852344044,29617,SC,Greenville,45045
Wake EC of Information & Biotechnologies,"Koppers Co., Inc. (Morrisville Plant)",0.48515867787552913,27560,NC,Morrisville,37183
Granada Elementary,San Gabriel Valley (Area 3),0.4851976562036222,91801,CA,Alhambra,6037
Troy Online Academy,East Troy Contaminated Aquifer,0.48521562647755434,45373,OH,Troy,39109
California Creative Learning Academy MS,San Fernando Valley (Area 4),0.4854139809283485,90065,CA,Los Angeles,6037
California Creative Learning Academy,San Fernando Valley (Area 4),0.4854139809283485,90065,CA,Los Angeles,6037
Long Prairie-Grey Eagle Secondary,Long Prairie Ground Water Contamination,0.4854937017882911,56347,MN,LONG PRAIRIE,27153
Delsea Regional Middle School,Pioneer Metal Finishing Inc,0.4856953293722196,8322,NJ,FRANKLINVILLE,34015
East Orange Community Charter School,Orange Valley Regional Ground Water Contamination,0.4860144166028873,7017,NJ,EAST ORANGE,34013
Nystrom Elementary,United Heckathorn Co.,0.4860467940568014,94804,CA,Richmond,6013
Charles City High School,Shaw Avenue Dump,0.4861571111276675,50616,IA,Charles City,19067
Birchwood Elementary School,Oeser Co,0.48682679839938353,98225,WA,Bellingham,53073
RUTH EVELYN CRUZ SANTOS,Cidra Ground Water Contamination,0.4872964930275563,739,PR,CIDRA,72041
Battle Academy for Teaching and Learning,Southside Chattanooga Lead,0.48737074280977477,37408,TN,Chattanooga,47065
Laurelwood Elementary,Intersil Inc./Siemens Components,0.4877078258906282,95051,CA,Santa Clara,6085
Milford Public School,"Curtis Specialty Papers, Inc.",0.4890355480057959,8848,NJ,MILFORD,34019
Tyler ES,Washington Navy Yard,0.4893895827427435,20003,DC,Washington,11001
Delaware Elementary School,Jacobsville Neighborhood Soil Contamination,0.4895564658676248,47711,IN,Evansville,18163
School for Deaf Elementary,"Chemical Commodities, Inc.",0.4896043679248808,66061,KS,Olathe,20091
School for Deaf High,"Chemical Commodities, Inc.",0.4896043679248808,66061,KS,Olathe,20091
Bessemer Elementary School,Colorado Smelter,0.49016384510606503,81004,CO,PUEBLO,8101
East Intermediate School,Adam's Plating,0.49063448463656356,48917,MI,LANSING,26065
Cradock Elementary,St. Juliens Creek Annex (U.S. Navy),0.4907237560298075,23702,VA,Portsmouth,51740
PS 239,Wolff-Alport Chemical Company,0.4912023537806267,11385,NY,RIDGEWOOD,36081
Christopher Columbus School #8,Garfield Ground Water Contamination,0.4930651817222798,7026,NJ,GARFIELD,34003
Thomas Jefferson Elementary,San Fernando Valley (Area 2),0.49346239725343105,91201,CA,Glendale,6037
LMP Regional Office of Education,Ottawa Radiation Areas,0.4934858739870073,61350,IL,Ottawa,17099
Fremont Elementary,Alark Hard Chrome,0.4937960931334407,92501,CA,Riverside,6065
Tecumseh-Harrison Elementary Sch,Prestolite Battery Division,0.4942124320252638,47591,IN,Vincennes,18083
KENLY ELEMENTARY SCHOOL,Alaric Area Ground Water Plume,0.4952068600319795,33619,FL,TAMPA,12057
KRAMER EDUCATION CENTER,10th Street Site,0.4954430463795121,68602,NE,COLUMBUS,31141
Twin Cities German Immersion Chrtr,Koppers Coke,0.4955794774121414,55103,MN,SAINT PAUL,27123
DRIGGERS EL,Bandera Road Ground Water Plume,0.4962339170935953,78238,TX,SAN ANTONIO,48029
WASMER ELEMENTARY SCHOOL,Cleburn Street Well,0.4971057645634732,68801,NE,GRAND ISLAND,31079
GULFSIDE ELEMENTARY SCHOOL,Stauffer Chemical Co. (Tarpon Springs),0.4974141517873803,34691,FL,HOLIDAY,12101
Luis Munoz Marin Elementary School,Riverside Industrial Park,0.4988304164485929,7104,NJ,Newark,34013
MONTESSORI MAGNET SCHOOL,"Mercury Refining, Inc.",0.499784034186114,12205,NY,ALBANY,36001
Dr. J.P. Cleary Elementary School,South Jersey Clothing Co.,0.49994326203739436,8341,NJ,MINOTOLA,34001
